Time Since Start (in seconds),Participant ID,Trial Number,Condition Number,Head Position x,Head Position y,Head Position z
9.735821,,1,1,1.429689,0.9487905,-0.9628783
9.746861,,1,1,1.42873,0.952531,-0.9584529
9.758034,,1,1,1.427356,0.9567035,-0.9538084
9.769016,,1,1,1.426764,0.9604172,-0.9487615
9.780343,,1,1,1.424804,0.963037,-0.9448377
9.791296,,1,1,1.422441,0.9605985,-0.9420465
9.802471,,1,1,1.420237,0.9600044,-0.9387855
9.813738,,1,1,1.417949,0.9601787,-0.9353246
9.824884,,1,1,1.415488,0.9603747,-0.9327219
9.836157,,1,1,1.41282,0.9621826,-0.9308371
9.847354,,1,1,1.410352,0.9642329,-0.9290813
9.858623,,1,1,1.409074,0.9671864,-0.9275511
9.869788,,1,1,1.407516,0.9688547,-0.9263329
9.881256,,1,1,1.405941,0.9702312,-0.9251934
9.892081,,1,1,1.405094,0.97133,-0.9242224
9.903373,,1,1,1.40372,0.972037,-0.9232404
9.914377,,1,1,1.402816,0.9728165,-0.9223103
9.925421,,1,1,1.40248,0.9733205,-0.9214088
9.936525,,1,1,1.401755,0.9735724,-0.9208485
9.948173,,1,1,1.401143,0.973998,-0.9207531
9.958824,,1,1,1.400934,0.9748017,-0.9210605
9.969945,,1,1,1.40018,0.9749339,-0.9215713
9.981129,,1,1,1.399719,0.9753677,-0.9222015
9.992101,,1,1,1.399386,0.9758187,-0.9227716
10.00319,,1,1,1.398791,0.9761836,-0.9233977
10.01426,,1,1,1.39887,0.9765236,-0.9242305
10.02545,,1,1,1.399332,0.9767358,-0.9246112
10.03648,,1,1,1.399148,0.9767488,-0.9250552
10.04767,,1,1,1.399074,0.9768923,-0.9255424
10.05867,,1,1,1.39941,0.977217,-0.9258165
10.07014,,1,1,1.399665,0.9772113,-0.9259656
10.08103,,1,1,1.400154,0.9770746,-0.9261227
10.09202,,1,1,1.400601,0.9769582,-0.9265795
10.10322,,1,1,1.400901,0.97649,-0.9269101
10.11423,,1,1,1.401299,0.9760165,-0.9274357
10.12534,,1,1,1.401465,0.9756934,-0.9277974
10.13651,,1,1,1.401482,0.9754296,-0.9283672
10.14753,,1,1,1.402065,0.9752209,-0.9288489
10.15871,,1,1,1.402495,0.9745894,-0.9291145
10.16975,,1,1,1.403231,0.9739721,-0.9291283
10.18082,,1,1,1.40434,0.97339,-0.9290348
10.19207,,1,1,1.405516,0.9728757,-0.9288924
10.20311,,1,1,1.406857,0.9723848,-0.9284014
10.21423,,1,1,1.408394,0.9719107,-0.9276143
10.22528,,1,1,1.41002,0.9713022,-0.9267724
10.23641,,1,1,1.411555,0.970525,-0.9262334
10.24753,,1,1,1.413236,0.9697825,-0.9260973
10.25915,,1,1,1.414846,0.9690612,-0.9262691
10.26979,,1,1,1.416577,0.9685979,-0.9264846
10.28092,,1,1,1.4184,0.9684499,-0.9264506
10.2919,,1,1,1.420154,0.9682538,-0.9266344
10.30314,,1,1,1.421817,0.9681951,-0.9263323
10.31416,,1,1,1.423621,0.9682218,-0.9258705
10.32523,,1,1,1.425405,0.967697,-0.9244497
10.33638,,1,1,1.427193,0.9672642,-0.9225964
10.34744,,1,1,1.428922,0.9674682,-0.9216973
10.35871,,1,1,1.43099,0.9670641,-0.9208758
10.3697,,1,1,1.433084,0.9665218,-0.9207192
10.38109,,1,1,1.435169,0.9655802,-0.9219859
10.39182,,1,1,1.437853,0.964452,-0.9243014
10.40294,,1,1,1.439942,0.964256,-0.9249859
10.41425,,1,1,1.442083,0.9644223,-0.9247848
10.42527,,1,1,1.444731,0.9650566,-0.9261356
10.43642,,1,1,1.446895,0.965358,-0.9283327
10.44745,,1,1,1.448512,0.9657235,-0.9298858
10.45856,,1,1,1.450045,0.9657938,-0.9314167
10.46971,,1,1,1.451738,0.965543,-0.9327561
10.48077,,1,1,1.453813,0.9654304,-0.9338875
10.49181,,1,1,1.45601,0.9647968,-0.9348729
10.50298,,1,1,1.458259,0.9634807,-0.9357613
10.51406,,1,1,1.461206,0.9615132,-0.9362893
10.52524,,1,1,1.46412,0.9594788,-0.9367103
10.53626,,1,1,1.466987,0.9580519,-0.9374809
10.54742,,1,1,1.470059,0.9567882,-0.9384817
10.5585,,1,1,1.473505,0.9555505,-0.9399385
10.5697,,1,1,1.476777,0.9540815,-0.9423252
10.5807,,1,1,1.479987,0.9526582,-0.9447049
10.59182,,1,1,1.482847,0.9514686,-0.9460227
10.60299,,1,1,1.485957,0.9505506,-0.9469197
10.61409,,1,1,1.489269,0.9506444,-0.947458
10.62512,,1,1,1.493219,0.9509138,-0.9482287
10.63621,,1,1,1.497669,0.9514504,-0.948455
10.64749,,1,1,1.502387,0.9516326,-0.9491368
10.65849,,1,1,1.507166,0.9517462,-0.9493774
10.66962,,1,1,1.511738,0.9520885,-0.9496951
10.68075,,1,1,1.516642,0.9526725,-0.9500845
10.69224,,1,1,1.520752,0.9543086,-0.952455
10.70292,,1,1,1.526021,0.9553335,-0.9531171
10.71397,,1,1,1.531538,0.9568657,-0.9539321
10.72499,,1,1,1.537527,0.9589074,-0.9543003
10.73616,,1,1,1.543847,0.9609789,-0.954452
10.74724,,1,1,1.550878,0.9632601,-0.9544794
10.75842,,1,1,1.559031,0.9656004,-0.9540811
10.76951,,1,1,1.566657,0.9684239,-0.9543137
10.78062,,1,1,1.574638,0.971056,-0.9540513
10.7917,,1,1,1.583122,0.9737424,-0.953492
10.80284,,1,1,1.591311,0.9765373,-0.9534165
10.81391,,1,1,1.5996,0.9789326,-0.95301
10.82504,,1,1,1.60817,0.9811303,-0.9523502
10.83618,,1,1,1.617044,0.9836289,-0.9521415
10.84724,,1,1,1.625826,0.985799,-0.9516993
10.85841,,1,1,1.63479,0.9879721,-0.951283
10.8695,,1,1,1.643571,0.9897961,-0.950967
10.88126,,1,1,1.652257,0.9916497,-0.9507709
10.89172,,1,1,1.66076,0.9933913,-0.9506369
10.90275,,1,1,1.669115,0.9951444,-0.9507478
10.91387,,1,1,1.677126,0.9970806,-0.9509594
10.92505,,1,1,1.684719,0.9993262,-0.9513879
10.93608,,1,1,1.692175,1.001781,-0.9517999
10.94714,,1,1,1.698835,1.005075,-0.9515907
10.95827,,1,1,1.705654,1.008039,-0.952004
10.96942,,1,1,1.712507,1.011379,-0.9524742
10.98075,,1,1,1.718141,1.016063,-0.9521738
10.99157,,1,1,1.724992,1.02037,-0.9527976
11.00366,,1,1,1.731559,1.025467,-0.9535128
11.01436,,1,1,1.73813,1.030741,-0.9540485
11.02507,,1,1,1.74471,1.03664,-0.9542964
11.03613,,1,1,1.75101,1.04259,-0.9544122
11.04714,,1,1,1.757389,1.049125,-0.9544194
11.05822,,1,1,1.763742,1.055751,-0.9544676
11.06931,,1,1,1.769832,1.062971,-0.9546188
11.0807,,1,1,1.774976,1.070636,-0.9547167
11.09152,,1,1,1.780679,1.078379,-0.9549312
11.10266,,1,1,1.78614,1.086223,-0.9549916
11.11381,,1,1,1.791358,1.095001,-0.954686
11.12491,,1,1,1.796458,1.10328,-0.9547234
11.13605,,1,1,1.801571,1.111681,-0.9547792
11.14709,,1,1,1.806529,1.120379,-0.9549451
11.15826,,1,1,1.811188,1.129019,-0.9551355
11.16932,,1,1,1.815639,1.13759,-0.9553388
11.18052,,1,1,1.819695,1.146699,-0.9555592
11.19175,,1,1,1.823404,1.155427,-0.95591
11.20266,,1,1,1.826954,1.1643,-0.9563181
11.21375,,1,1,1.830431,1.173969,-0.9569364
11.22486,,1,1,1.833769,1.183478,-0.9574814
11.236,,1,1,1.836531,1.193043,-0.9578726
11.24708,,1,1,1.839129,1.203597,-0.9586501
11.25815,,1,1,1.84142,1.214026,-0.9591094
11.26927,,1,1,1.843574,1.224616,-0.9595066
11.28097,,1,1,1.844944,1.236321,-0.9596393
11.29149,,1,1,1.846526,1.248208,-0.9596509
11.30261,,1,1,1.847428,1.260249,-0.959884
11.31376,,1,1,1.847889,1.273251,-0.9601368
11.3248,,1,1,1.847881,1.286715,-0.9601211
11.3359,,1,1,1.846307,1.299736,-0.9597217
11.34696,,1,1,1.843829,1.314683,-0.9598425
11.35822,,1,1,1.842105,1.329462,-0.9600113
11.36934,,1,1,1.839615,1.34451,-0.960106
11.38041,,1,1,1.837092,1.36084,-0.9609321
11.39145,,1,1,1.834583,1.376777,-0.9613546
11.40248,,1,1,1.831858,1.392351,-0.9619309
11.4138,,1,1,1.828814,1.409405,-0.9641588
11.42471,,1,1,1.826148,1.424526,-0.964717
11.43609,,1,1,1.823654,1.439791,-0.9650555
11.44695,,1,1,1.821241,1.455012,-0.9652775
11.45803,,1,1,1.818524,1.470094,-0.965457
11.46929,,1,1,1.815667,1.485061,-0.9656311
11.48051,,1,1,1.812631,1.499719,-0.9655921
11.49141,,1,1,1.809432,1.5145,-0.9653515
11.50254,,1,1,1.80636,1.529708,-0.9650427
11.51374,,1,1,1.803147,1.544838,-0.9649304
11.52479,,1,1,1.800229,1.559839,-0.9646192
11.53582,,1,1,1.797476,1.574963,-0.9636989
11.54693,,1,1,1.792632,1.589656,-0.9619656
11.55809,,1,1,1.789198,1.604697,-0.9602384
11.56911,,1,1,1.785651,1.6193,-0.9586151
11.58034,,1,1,1.781251,1.636199,-0.960322
11.59146,,1,1,1.777564,1.650176,-0.9584677
11.60265,,1,1,1.773498,1.663244,-0.9557698
11.61358,,1,1,1.769484,1.677659,-0.9552506
11.62462,,1,1,1.76536,1.69055,-0.9532205
11.63583,,1,1,1.761266,1.703127,-0.9511266
11.64698,,1,1,1.756958,1.715382,-0.9491749
11.65809,,1,1,1.75269,1.727422,-0.9468514
11.6691,,1,1,1.748394,1.739087,-0.944318
11.68061,,1,1,1.744052,1.749863,-0.940317
11.69131,,1,1,1.739829,1.760666,-0.9374009
11.70247,,1,1,1.735495,1.770827,-0.9342702
11.71362,,1,1,1.731337,1.781161,-0.9318956
11.7246,,1,1,1.727132,1.790211,-0.9283689
11.73928,,1,1,1.7228,1.798823,-0.9247813
11.74695,,1,1,1.718274,1.806899,-0.9211108
11.7579,,1,1,1.713858,1.81443,-0.9173042
11.769,,1,1,1.70951,1.821482,-0.9134559
11.78018,,1,1,1.705117,1.828297,-0.9100862
11.79113,,1,1,1.700798,1.834534,-0.9062008
11.80231,,1,1,1.69656,1.840834,-0.9025816
11.81365,,1,1,1.692425,1.846559,-0.8992432
11.82454,,1,1,1.688216,1.852308,-0.8954855
11.83578,,1,1,1.683943,1.857907,-0.8917273
11.84683,,1,1,1.679745,1.863529,-0.8884199
11.85792,,1,1,1.67538,1.868812,-0.8843972
11.86906,,1,1,1.671153,1.874186,-0.8802004
11.88024,,1,1,1.667242,1.878486,-0.8757001
11.89115,,1,1,1.662966,1.882832,-0.8713656
11.90233,,1,1,1.65859,1.886939,-0.8665015
11.91352,,1,1,1.65407,1.890672,-0.8612246
11.92453,,1,1,1.649489,1.895079,-0.8557324
11.93618,,1,1,1.64502,1.899451,-0.8498169
11.94833,,1,1,1.640641,1.903291,-0.844066
11.95803,,1,1,1.63675,1.907705,-0.838572
11.96895,,1,1,1.633283,1.912427,-0.8326471
11.9801,,1,1,1.62953,1.917935,-0.826462
11.99119,,1,1,1.625558,1.923117,-0.8208056
12.00226,,1,1,1.621674,1.928191,-0.8154927
12.01355,,1,1,1.618248,1.933024,-0.8100331
12.02446,,1,1,1.614807,1.937971,-0.804571
12.03566,,1,1,1.611139,1.942492,-0.7992343
12.04688,,1,1,1.607649,1.946551,-0.7936326
12.05779,,1,1,1.604237,1.95052,-0.7878904
12.06886,,1,1,1.601012,1.95405,-0.7821291
12.08021,,1,1,1.598199,1.956772,-0.7762273
12.09111,,1,1,1.595396,1.959949,-0.770811
12.10223,,1,1,1.592757,1.962853,-0.7656913
12.1134,,1,1,1.59022,1.965002,-0.7610152
12.12448,,1,1,1.588083,1.966644,-0.7579313
12.13562,,1,1,1.586313,1.967795,-0.7557514
12.14668,,1,1,1.58549,1.968226,-0.7535964
12.15775,,1,1,1.584451,1.969143,-0.7513239
12.16885,,1,1,1.583486,1.969932,-0.7489441
12.18019,,1,1,1.582604,1.970556,-0.7461556
12.19111,,1,1,1.581722,1.971214,-0.7436045
12.20223,,1,1,1.581096,1.971646,-0.7403967
12.21341,,1,1,1.580458,1.972179,-0.7379823
12.22437,,1,1,1.580257,1.972866,-0.7360737
12.2355,,1,1,1.58024,1.973946,-0.734647
12.24669,,1,1,1.580029,1.974635,-0.7326164
12.25772,,1,1,1.579506,1.975321,-0.7306834
12.26876,,1,1,1.578692,1.975788,-0.728684
12.28006,,1,1,1.57741,1.976054,-0.7263502
12.29107,,1,1,1.576065,1.976382,-0.7251319
12.30213,,1,1,1.574767,1.976764,-0.7244322
12.31342,,1,1,1.573452,1.976993,-0.7240805
12.32429,,1,1,1.572054,1.977113,-0.7242792
12.33551,,1,1,1.57082,1.977065,-0.7244411
12.34655,,1,1,1.570085,1.976803,-0.7247625
12.35817,,1,1,1.569324,1.976634,-0.7250282
12.36879,,1,1,1.568795,1.976442,-0.725256
12.38002,,1,1,1.568397,1.976251,-0.7254924
12.39097,,1,1,1.567476,1.976408,-0.7253399
12.40203,,1,1,1.566411,1.976682,-0.7251452
12.41336,,1,1,1.565651,1.976939,-0.7251074
12.42434,,1,1,1.565011,1.976965,-0.725109
12.43551,,1,1,1.564423,1.976781,-0.7253526
12.44658,,1,1,1.563998,1.976513,-0.7257105
12.45765,,1,1,1.563428,1.976281,-0.7260785
12.46876,,1,1,1.562945,1.975961,-0.7266129
12.47993,,1,1,1.562695,1.975626,-0.7274289
12.49092,,1,1,1.562223,1.975233,-0.7280647
12.5021,,1,1,1.561841,1.974809,-0.7287219
12.51334,,1,1,1.56165,1.974399,-0.7295559
12.52435,,1,1,1.561364,1.973909,-0.7305892
12.53551,,1,1,1.5609,1.97329,-0.7317839
12.54665,,1,1,1.560421,1.972601,-0.7331432
12.55787,,1,1,1.559873,1.972036,-0.7345604
12.56885,,1,1,1.559282,1.97142,-0.7361066
12.57997,,1,1,1.558849,1.970601,-0.7381875
12.59117,,1,1,1.558183,1.969544,-0.7398053
12.60208,,1,1,1.557553,1.968474,-0.7412992
12.61359,,1,1,1.557137,1.967464,-0.7431462
12.62427,,1,1,1.556661,1.966428,-0.7445815
12.63552,,1,1,1.556243,1.965436,-0.7459365
12.64652,,1,1,1.556024,1.964479,-0.7478183
12.65773,,1,1,1.555523,1.963841,-0.74919
12.66873,,1,1,1.555049,1.963381,-0.7505446
12.68009,,1,1,1.554613,1.962954,-0.7523184
12.69099,,1,1,1.553987,1.962336,-0.7536593
12.70194,,1,1,1.553298,1.961742,-0.7550295
12.71322,,1,1,1.552719,1.961477,-0.7567261
12.72411,,1,1,1.552174,1.961031,-0.7580869
12.73527,,1,1,1.551583,1.960507,-0.7593494
12.74648,,1,1,1.551067,1.960144,-0.7608469
12.75745,,1,1,1.550578,1.959636,-0.7619545
12.76859,,1,1,1.550055,1.959157,-0.7630844
12.77976,,1,1,1.549594,1.958596,-0.7643211
12.79075,,1,1,1.549189,1.957982,-0.7653643
12.80201,,1,1,1.548737,1.957452,-0.7662836
12.81319,,1,1,1.548601,1.957201,-0.7677899
12.82406,,1,1,1.548332,1.956863,-0.7686619
12.83531,,1,1,1.548085,1.956572,-0.769511
12.84628,,1,1,1.547779,1.95626,-0.770566
12.85742,,1,1,1.547658,1.956075,-0.7711596
12.86852,,1,1,1.54761,1.955884,-0.7716029
12.87978,,1,1,1.547681,1.956065,-0.7720916
12.89072,,1,1,1.547862,1.955934,-0.7722781
12.90195,,1,1,1.548199,1.956101,-0.7721981
12.91299,,1,1,1.548734,1.956661,-0.7723234
12.92397,,1,1,1.549352,1.957557,-0.7718661
12.93515,,1,1,1.549955,1.958464,-0.7713212
12.9462,,1,1,1.550503,1.959838,-0.770808
12.95731,,1,1,1.550536,1.960669,-0.7696566
12.96844,,1,1,1.550208,1.961503,-0.7681867
12.97959,,1,1,1.550053,1.962164,-0.7674285
12.99062,,1,1,1.550148,1.963032,-0.7660955
13.00171,,1,1,1.550278,1.964375,-0.7647734
13.01301,,1,1,1.550216,1.965432,-0.762906
13.02395,,1,1,1.55025,1.966645,-0.7608946
13.03511,,1,1,1.550244,1.967909,-0.7588893
13.04623,,1,1,1.550095,1.969242,-0.7566472
13.05731,,1,1,1.550075,1.970709,-0.7543793
13.06844,,1,1,1.550022,1.972235,-0.7520058
13.07989,,1,1,1.549742,1.973621,-0.749236
13.09068,,1,1,1.549594,1.974812,-0.746341
13.10176,,1,1,1.549394,1.975893,-0.7434255
13.11282,,1,1,1.548998,1.977232,-0.7406681
13.12396,,1,1,1.548549,1.978888,-0.7376539
13.13276,,1,1,1.548182,1.980371,-0.7344816
13.14363,,1,1,1.54763,1.981661,-0.7309673
13.15477,,1,1,1.546921,1.983027,-0.7279006
13.16595,,1,1,1.546051,1.984451,-0.724379
13.20808,,1,1,1.549773,1.98523,-0.7007589
13.22155,,1,1,1.545498,1.989844,-0.6846749
13.23251,,1,1,1.544384,2.001021,-0.6859804
13.24353,,1,1,1.542659,2.001988,-0.6824855
13.25477,,1,1,1.540794,2.003221,-0.6781862
13.26584,,1,1,1.538875,2.004842,-0.6747962
13.27703,,1,1,1.536363,2.005843,-0.6711361
13.28795,,1,1,1.534132,2.007004,-0.6665466
13.29905,,1,1,1.531498,2.008334,-0.6633502
13.31034,,1,1,1.529062,2.00887,-0.6600694
13.32133,,1,1,1.526277,2.009711,-0.6571912
13.33248,,1,1,1.523305,2.010525,-0.6539974
13.34366,,1,1,1.520471,2.011251,-0.6510767
13.35468,,1,1,1.517538,2.012018,-0.6477229
13.36585,,1,1,1.514574,2.012798,-0.6450973
13.37685,,1,1,1.511296,2.013403,-0.6423674
13.38804,,1,1,1.508151,2.014066,-0.6390259
13.399,,1,1,1.50489,2.01491,-0.6366331
13.41021,,1,1,1.501909,2.015441,-0.6346242
13.42128,,1,1,1.498812,2.01606,-0.6319113
13.43249,,1,1,1.495922,2.016981,-0.6307622
13.44344,,1,1,1.493082,2.017255,-0.6293586
13.45455,,1,1,1.490158,2.017675,-0.627318
13.46567,,1,1,1.487161,2.018057,-0.6259302
13.47685,,1,1,1.484565,2.018007,-0.6249321
13.4879,,1,1,1.481791,2.018032,-0.6238976
13.49898,,1,1,1.47906,2.018177,-0.6228771
13.51038,,1,1,1.476755,2.017805,-0.6224861
13.52141,,1,1,1.474142,2.017681,-0.6216045
13.53271,,1,1,1.471771,2.017608,-0.6210151
13.544,,1,1,1.469814,2.017226,-0.6208377
13.55528,,1,1,1.467498,2.016942,-0.6205153
13.56647,,1,1,1.465668,2.016812,-0.6201832
13.57793,,1,1,1.464129,2.016345,-0.620243
13.58904,,1,1,1.462268,2.016019,-0.6199183
13.60023,,1,1,1.460531,2.01586,-0.6197975
13.61147,,1,1,1.458873,2.015315,-0.6198316
13.62269,,1,1,1.456903,2.014864,-0.6195543
13.63418,,1,1,1.455283,2.014749,-0.6197984
13.64536,,1,1,1.453675,2.014165,-0.6201263
13.65672,,1,1,1.451793,2.013871,-0.6201046
13.66783,,1,1,1.450495,2.014076,-0.6208909
13.67933,,1,1,1.44917,2.013916,-0.6215906
13.69038,,1,1,1.44764,2.013861,-0.622108
13.70149,,1,1,1.44678,2.01416,-0.6232751
13.7127,,1,1,1.446108,2.013881,-0.6244059
13.72381,,1,1,1.445421,2.013777,-0.6253724
13.73495,,1,1,1.445394,2.01393,-0.6270273
13.74587,,1,1,1.445396,2.013488,-0.6285642
13.75701,,1,1,1.445595,2.013057,-0.6300159
13.7681,,1,1,1.44637,2.012991,-0.6319187
13.77916,,1,1,1.447119,2.012407,-0.6335873
13.79025,,1,1,1.448004,2.011977,-0.6355957
13.80144,,1,1,1.449382,2.011605,-0.6378646
13.81258,,1,1,1.45044,2.011079,-0.6398774
13.82367,,1,1,1.451908,2.01011,-0.6421648
13.83499,,1,1,1.453364,2.009301,-0.6445802
13.84587,,1,1,1.454771,2.008223,-0.6469752
13.85695,,1,1,1.456328,2.006978,-0.6491961
13.86801,,1,1,1.457719,2.005701,-0.6517403
13.87944,,1,1,1.459148,2.004173,-0.6543172
13.89036,,1,1,1.460738,2.002638,-0.6571513
13.90135,,1,1,1.462215,2.001361,-0.6597322
13.91244,,1,1,1.46371,1.999924,-0.6620958
13.92359,,1,1,1.46473,1.998642,-0.6646503
13.93475,,1,1,1.466836,1.997587,-0.6677294
13.9458,,1,1,1.468426,1.996194,-0.6703019
13.9569,,1,1,1.469465,1.995145,-0.6719832
13.968,,1,1,1.470777,1.99422,-0.6739104
13.97912,,1,1,1.47187,1.993201,-0.6755144
13.99025,,1,1,1.472855,1.992431,-0.6771267
14.00135,,1,1,1.474227,1.991845,-0.6785842
14.01237,,1,1,1.475268,1.991334,-0.6794433
14.02358,,1,1,1.476347,1.990848,-0.6805032
14.03463,,1,1,1.477578,1.990332,-0.6815384
14.04574,,1,1,1.478314,1.989928,-0.6822338
14.05682,,1,1,1.479095,1.989395,-0.6831169
14.06796,,1,1,1.479704,1.988636,-0.6838469
14.07958,,1,1,1.480037,1.988018,-0.6845723
14.09019,,1,1,1.480443,1.98743,-0.6853743
14.10138,,1,1,1.480747,1.986611,-0.6864727
14.11241,,1,1,1.480684,1.985659,-0.6874178
14.12707,,1,1,1.48079,1.984829,-0.6880109
14.1346,,1,1,1.481093,1.983863,-0.6892346
14.14572,,1,1,1.480689,1.983255,-0.6897112
14.15682,,1,1,1.480339,1.982547,-0.6902744
14.16793,,1,1,1.479797,1.981704,-0.6906193
14.17916,,1,1,1.479315,1.981161,-0.6909379
14.19007,,1,1,1.478877,1.980709,-0.6910949
14.20133,,1,1,1.478236,1.980182,-0.6911243
14.21239,,1,1,1.477674,1.979865,-0.6911393
14.22338,,1,1,1.47717,1.979713,-0.6907161
14.2346,,1,1,1.476925,1.979483,-0.6906348
14.24562,,1,1,1.476216,1.979577,-0.6900099
14.25679,,1,1,1.475673,1.979699,-0.6892224
14.26788,,1,1,1.475278,1.979732,-0.6884994
14.27906,,1,1,1.474534,1.980051,-0.6874459
14.29021,,1,1,1.473986,1.980455,-0.686189
14.3012,,1,1,1.473188,1.980766,-0.684891
14.31229,,1,1,1.472446,1.981099,-0.6835607
14.32338,,1,1,1.471608,1.981431,-0.6818737
14.33458,,1,1,1.470388,1.981622,-0.6803078
14.34562,,1,1,1.469285,1.981771,-0.6786545
14.35665,,1,1,1.468175,1.981895,-0.677116
14.36787,,1,1,1.466977,1.981895,-0.6750675
14.37906,,1,1,1.465777,1.982081,-0.6729222
14.39008,,1,1,1.464725,1.982275,-0.6708321
14.40132,,1,1,1.463279,1.982325,-0.6683812
14.41228,,1,1,1.462071,1.98247,-0.6660184
14.42335,,1,1,1.460951,1.982527,-0.6635852
14.43444,,1,1,1.459626,1.982562,-0.6611124
14.44555,,1,1,1.458275,1.982499,-0.6584675
14.45677,,1,1,1.456871,1.982288,-0.6556477
14.46774,,1,1,1.45526,1.981939,-0.6526621
14.47893,,1,1,1.453799,1.981637,-0.6498024
14.49002,,1,1,1.45244,1.981454,-0.6464263
14.50105,,1,1,1.450985,1.981211,-0.6430647
14.51218,,1,1,1.44945,1.981367,-0.639232
14.52326,,1,1,1.448103,1.981803,-0.6351059
14.53447,,1,1,1.447119,1.982558,-0.6304458
14.54568,,1,1,1.445497,1.982927,-0.6260896
14.55663,,1,1,1.444049,1.983265,-0.6218107
14.56772,,1,1,1.442882,1.98366,-0.61685
14.57888,,1,1,1.441085,1.984187,-0.6124355
14.59,,1,1,1.439885,1.984746,-0.607893
14.60121,,1,1,1.438722,1.985585,-0.6027422
14.61223,,1,1,1.437594,1.986278,-0.5981193
14.62326,,1,1,1.436444,1.986871,-0.5936466
14.63435,,1,1,1.435338,1.987491,-0.5888587
14.64555,,1,1,1.433987,1.988183,-0.5842552
14.65661,,1,1,1.43304,1.988678,-0.5797051
14.6677,,1,1,1.432037,1.989846,-0.5755321
14.67884,,1,1,1.430538,1.990924,-0.5709382
14.68989,,1,1,1.429287,1.992069,-0.5667514
14.70095,,1,1,1.428049,1.993177,-0.5628083
14.71222,,1,1,1.426323,1.994239,-0.5585594
14.72325,,1,1,1.425142,1.995193,-0.5549495
14.73436,,1,1,1.42396,1.996368,-0.5513949
14.74566,,1,1,1.422449,1.997478,-0.5477389
14.75654,,1,1,1.421316,1.99854,-0.5447619
14.76765,,1,1,1.420151,1.999746,-0.5416983
14.77877,,1,1,1.418749,2.000888,-0.5387982
14.78979,,1,1,1.417697,2.001969,-0.5363584
14.80098,,1,1,1.416674,2.003052,-0.5340222
14.81205,,1,1,1.415366,2.003962,-0.5316283
14.82308,,1,1,1.414295,2.004811,-0.5295807
14.83432,,1,1,1.413323,2.005644,-0.5279138
14.84534,,1,1,1.41194,2.006199,-0.5261648
14.85647,,1,1,1.410958,2.006608,-0.5245972
14.86754,,1,1,1.410165,2.007149,-0.52323
14.87886,,1,1,1.409167,2.007658,-0.5220239
14.88979,,1,1,1.408328,2.007898,-0.5209186
14.90094,,1,1,1.407538,2.008055,-0.5197296
14.91197,,1,1,1.406855,2.008454,-0.5184767
14.92312,,1,1,1.406414,2.008717,-0.5175861
14.93427,,1,1,1.405901,2.008938,-0.516386
14.94536,,1,1,1.405341,2.009081,-0.5153073
14.95637,,1,1,1.405051,2.009387,-0.5143124
14.9675,,1,1,1.40483,2.009707,-0.5134262
14.97861,,1,1,1.404801,2.009905,-0.5125008
14.9897,,1,1,1.40469,2.010071,-0.511537
15.00098,,1,1,1.404461,2.010092,-0.5107524
15.01202,,1,1,1.40438,2.010007,-0.509968
15.02317,,1,1,1.404331,2.009839,-0.5093449
15.0342,,1,1,1.404376,2.009826,-0.5087695
15.04531,,1,1,1.404326,2.009696,-0.5080528
15.05643,,1,1,1.404198,2.009527,-0.5075343
15.06742,,1,1,1.404099,2.009377,-0.5072293
15.07873,,1,1,1.403957,2.00916,-0.5069968
15.08962,,1,1,1.403799,2.009004,-0.5070549
15.10079,,1,1,1.403743,2.008861,-0.5070915
15.11192,,1,1,1.403596,2.008579,-0.5071799
15.12298,,1,1,1.403341,2.008322,-0.5074221
15.13407,,1,1,1.403085,2.008109,-0.5075998
15.14523,,1,1,1.402765,2.007798,-0.5078112
15.15632,,1,1,1.402395,2.007622,-0.5081615
15.16742,,1,1,1.402201,2.007698,-0.5085175
15.17853,,1,1,1.401851,2.007795,-0.5087179
15.18961,,1,1,1.40148,2.008045,-0.50915
15.20081,,1,1,1.401466,2.008438,-0.5097481
15.21186,,1,1,1.401257,2.008872,-0.5101521
15.22299,,1,1,1.401046,2.009196,-0.5106603
15.2341,,1,1,1.401046,2.009339,-0.5112623
15.24513,,1,1,1.400878,2.009524,-0.5117819
15.25661,,1,1,1.400573,2.009634,-0.512767
15.26739,,1,1,1.400623,2.009709,-0.5134786
15.27855,,1,1,1.400375,2.009925,-0.5140246
15.28956,,1,1,1.399976,2.010056,-0.5147514
15.30067,,1,1,1.399655,2.010233,-0.5154537
15.31183,,1,1,1.399265,2.010433,-0.5160769
15.32294,,1,1,1.398928,2.010661,-0.5167866
15.33412,,1,1,1.398645,2.010829,-0.5176976
15.34507,,1,1,1.398261,2.01103,-0.5184438
15.3563,,1,1,1.397835,2.011155,-0.5192165
15.36738,,1,1,1.397622,2.011221,-0.5202171
15.37852,,1,1,1.397442,2.011245,-0.5212084
15.38978,,1,1,1.397189,2.011315,-0.5217091
15.4007,,1,1,1.39718,2.011457,-0.5229459
15.41177,,1,1,1.396996,2.011595,-0.523783
15.42286,,1,1,1.396896,2.011747,-0.5242569
15.43396,,1,1,1.396674,2.011915,-0.5250403
15.44515,,1,1,1.396565,2.012154,-0.525793
15.45615,,1,1,1.396487,2.012357,-0.5263121
15.46729,,1,1,1.396268,2.012572,-0.5269593
15.4785,,1,1,1.396278,2.012724,-0.527673
